"gamma","sigma","p","ratio","B","G","alpha","beta","Bias_n","Var_n","Bias_p","Var_p"
1,1,0.5,5,5000,70,1,1,-0.000292594362589946,0.0505446219826085,0.0223785001895592,0.000420814777633036
1,1,0.5,5,5000,72,1,1,-0.0240557858498324,0.0408661802536018,-0.00950937930989781,0.000600670530809593
1,1,0.5,5,5000,74,1,1,0.0184950554553833,0.0435188268947458,-0.0086898746822498,0.000685822832883601
1,1,0.5,5,5000,76,1,1,-0.00703289469897552,0.0294203443706873,-0.011164562475962,0.00150201401089831
1,1,0.5,5,5000,78,1,1,0.00201768187143279,0.0334242506697059,0.0149365260161647,0.0004742074075511
1,1,0.5,5,5000,80,1,1,-0.0424206846094083,0.0432309877914406,-0.0245785317032881,0.000623850060897035
1,1,0.5,5,5000,82,1,1,-0.00882921131139187,0.0277598443823058,-0.00834690117709316,0.00093829036698613
1,1,0.5,5,5000,84,1,1,0.00183677100466628,0.0221183738101145,-0.00737455134493234,0.00297617418094943
1,1,0.5,5,5000,86,1,1,7.26956458390514e-05,0.0695745931510091,0.00623199213319401,0.00348733049478336
1,1,0.5,5,5000,88,1,1,0.00463714489808205,0.0374447943553403,0.00670989489478082,0.00126462413119659
1,1,0.5,5,5000,90,1,1,-0.00173962355920536,0.0507106420769419,0.00592131586795255,0.00209133021290214
1,1,0.5,5,5000,92,1,1,-0.00806418615034254,0.0461778931371695,0.00121027625219778,0.00034434783516672
1,1,0.5,5,5000,94,1,1,-0.027570708949991,0.046173559960703,-0.00060828959877861,0.000522248737167326
1,1,0.5,5,5000,96,1,1,-0.00643535964470834,0.0484281970177287,-0.0126868059094602,0.00138842301251233
1,1,0.5,5,5000,98,1,1,0.0283061175449377,0.0425346755515823,0.0190155268184508,0.00142628366042321
1,1,0.5,5,5000,100,1,1,-0.0168002470705876,0.0291295385217002,0.00924742859653773,0.000359480382573641
1,1,0.5,5,5000,102,1,1,0.0362956654421944,0.0350492152177085,0.0018153952919965,0.00222182969680392
1,1,0.5,5,5000,104,1,1,0.00769986632036348,0.0297142796491657,-0.00717677769450311,0.00182447163970829
1,1,0.5,5,5000,106,1,1,-0.00148346790456975,0.0465719233875205,0.0132359337613958,0.00157756462145002
1,1,0.5,5,5000,108,1,1,-0.0127050247252817,0.0361690593325274,-0.020513595704871,0.00091499656632736
1,1,0.5,5,5000,110,1,1,-0.00253514442448384,0.0318596438163071,-0.0153534901815837,0.00160463120536466
1,1,0.5,5,5000,112,1,1,-0.0200532933696518,0.0127828729506171,-0.0318873609269427,0.00104462231532013
1,1,0.5,5,5000,114,1,1,-0.00791698644450935,0.06762024429561,0.0355721861792463,0.0016670216873355
1,1,0.5,5,5000,116,1,1,-0.0140396826890508,0.0456915112054677,0.0183781940840916,0.00123791300451463
1,1,0.5,5,5000,118,1,1,-0.0194125180581595,0.0384460086802169,0.00211730241184178,0.000312802490348737
1,1,0.5,5,5000,120,1,1,0.0289930888516067,0.0495735737228212,-0.0296915069595922,0.000321050810173067
1,1,0.5,5,5000,122,1,1,0.0131400143272421,0.0358526966817556,-0.0165811056037225,0.000841100985793625
1,1,0.5,5,5000,124,1,1,0.0412430481931365,0.0203489291581942,0.0321115639372178,0.000960994830365658
1,1,0.5,5,5000,126,1,1,-0.0375999055574479,0.0425988570117378,-0.0541216760104272,0.00107842750446704
1,1,0.5,5,5000,128,1,1,-0.000918615963907698,0.0423956195399527,-0.0068133560108236,7.27107910881665e-05
1,1,0.5,5,5000,130,1,1,-0.0181342422115853,0.0400931913721788,-0.0214044055489355,0.00178857833129814
1,1,0.5,5,5000,132,1,1,-0.0298445352134936,0.0214241535260082,-0.004206463365045,0.000361690983698888
1,1,0.5,5,5000,134,1,1,-0.012403777196164,0.0604827646082317,-0.0049020963816133,0.00132201852546576
1,1,0.5,5,5000,136,1,1,0.00345172649458909,0.044843469165051,0.000813197260924103,0.000672841677558515
1,1,0.5,5,5000,138,1,1,-0.00260583916061385,0.0607268887172544,0.00650725492806923,0.00118056409491994
1,1,0.5,5,5000,140,1,1,-0.00423689712916331,0.0411207496836368,-0.0288560648887384,0.000695476918699741
1,1,0.5,5,5000,142,1,1,0.0150307001176387,0.0447764954052618,0.0220296041886201,0.000141483541191378
1,1,0.5,5,5000,144,1,1,-0.012259943221032,0.0424110335452936,-0.00203988420628203,0.00106940007774338
1,1,0.5,5,5000,146,1,1,0.00984020958865477,0.0213944755927598,-0.00110033135895036,0.000526021737591606
1,1,0.5,5,5000,148,1,1,0.00888402762409315,0.0622675960722387,0.00486941550536226,0.00125161320508268
1,1,0.5,5,5000,150,1,1,0.0106562794372541,0.0317547916736256,0.00777878910892474,0.000687094757107401
1,1,0.5,5,5000,152,1,1,0.0565003786176325,0.0440304290807369,0.0324373703052092,0.00162210671072541
1,1,0.5,5,5000,154,1,1,0.0378209250480203,0.0420310145656949,0.000387820560303752,0.00338245983826091
1,1,0.5,5,5000,156,1,1,-0.0138475983259415,0.0315824992984822,0.000568477896053679,0.00323624826276152
1,1,0.5,5,5000,158,1,1,0.0115499032230611,0.0538405489707099,0.005462273676956,0.000432107936411116
1,1,0.5,5,5000,160,1,1,-0.00356097517612326,0.051566678238564,0.00464309813822008,0.00242842319373219
1,1,0.5,5,5000,162,1,1,-0.00925316161430518,0.0510845768438878,0.0203263177468108,0.00182804943190729
1,1,0.5,5,5000,164,1,1,0.0365057168529749,0.0755195818445988,0.018944014838429,0.0032987923320398
1,1,0.5,5,5000,166,1,1,0.00847801505201742,0.0254099239589643,0.0190640534148777,0.00208779387431245
1,1,0.5,5,5000,168,1,1,-0.0262212913218788,0.0232607874587868,-0.0327109077492236,0.000491265112937557
1,1,0.5,5,5000,170,1,1,0.00272920456267918,0.0279739028991267,-0.00696352593425092,0.0019224656663725
1,1,0.5,5,5000,172,1,1,0.011260499381657,0.038028739087918,0.00627583505333948,0.00049244293808794
1,1,0.5,5,5000,174,1,1,-0.0270413113648335,0.0291092270904402,0.0134687991868989,0.00203046391626142
1,1,0.5,5,5000,176,1,1,-0.0167376105735565,0.0250270458268388,-0.00379149296050798,0.00101617688458918
1,1,0.5,5,5000,178,1,1,0.0118518128897755,0.0577883463732312,-0.00654739360366985,0.00362771773783261
1,1,0.5,5,5000,180,1,1,0.0249953341700208,0.0352947109796002,0.0426833422871793,0.00606341814980969
1,1,0.5,5,5000,182,1,1,0.0180512780932514,0.0617801480632877,0.0123554262722414,0.00115938433461334
1,1,0.5,5,5000,184,1,1,0.0080358880796168,0.0458296939979023,0.0182882435326843,0.00123873803252935
1,1,0.5,5,5000,186,1,1,-0.00606212136947421,0.0246635594051102,-0.00219299125241166,0.00106302638250707
1,1,0.5,5,5000,188,1,1,-0.0248939976997973,0.0521939947781133,-0.00554092036151661,0.00314951645674116
1,1,0.5,5,5000,190,1,1,-0.0311138509513162,0.0563571117329491,0.00499140205679256,0.00286751027935501
1,1,0.5,5,5000,192,1,1,0.00775638169012433,0.0437589454675334,0.0158132023827583,0.000611662599733402
1,1,0.5,5,5000,194,1,1,0.00216186811249834,0.0610599330130731,-0.0349380254420849,0.00243506794322591
1,1,0.5,5,5000,196,1,1,0.00868946847200953,0.0549410199143747,-0.000821906961555505,0.00359949529619244
1,1,0.5,5,5000,198,1,1,-0.0221978963618318,0.0498526247151709,-0.0228421355751386,0.00580719885389315
1,1,0.5,5,5000,200,1,1,0.00736842424998607,0.0813931688771583,-0.00946784579227411,0.000645240592380883
1,1,0.5,5,5000,202,1,1,0.0409236568914433,0.0604036604520391,0.0252956952651079,0.0034834326418576
1,1,0.5,5,5000,204,1,1,0.0121774991831538,0.0304253063386656,0.0201886013874959,0.000930097286862211
1,1,0.5,5,5000,206,1,1,-0.0122711338780404,0.0403621502264491,0.00238802151403914,0.00024085395483858
1,1,0.5,5,5000,208,1,1,-0.0190944305506846,0.0450636773633682,-0.00551376884492092,0.000959527313573307
1,1,0.5,5,5000,210,1,1,0.0131552944330876,0.0367605801137518,0.00546557633019768,0.00217753210475906
1,1,0.5,5,5000,212,1,1,0.00729564981915349,0.0756034168691078,0.0241681856643182,0.00240762845144759
1,1,0.5,5,5000,214,1,1,0.000208323330192828,0.040853353313926,0.00283907975192317,0.00194740418532659
1,1,0.5,5,5000,216,1,1,-0.0272042616592738,0.0452754525516761,-0.00492337800894649,0.00330990033570373
1,1,0.5,5,5000,218,1,1,0.00411150271817002,0.0363625406874554,0.0211484721733651,0.00175281859798924
1,1,0.5,5,5000,220,1,1,-0.0111631986702459,0.0301969144966477,-0.0109597608508829,0.000857544618968683
1,1,0.5,5,5000,222,1,1,0.00794267931707007,0.0458831847471557,0.0161392664722448,0.000812135899239269
1,1,0.5,5,5000,224,1,1,0.00238350830717233,0.0337310714426861,0.0112821509197689,0.00117323358967036
1,1,0.5,5,5000,226,1,1,0.00693584734809791,0.0624837035066258,-0.00386392400226518,0.00200229397635513
1,1,0.5,5,5000,228,1,1,-0.00728887951895607,0.0365411292443386,0.0206724710869917,0.0015569029971451
1,1,0.5,5,5000,230,1,1,0.0312591701564432,0.017529443893872,0.0478839361070792,0.00112599065727931
1,1,0.5,5,5000,232,1,1,0.0107815475552123,0.0354153116229215,-0.00382694097382157,0.00104178460604495
1,1,0.5,5,5000,234,1,1,0.00435806069516629,0.059421145341059,0.0138376866855962,0.000671014792505061
1,1,0.5,5,5000,236,1,1,-0.0344023340105306,0.0588134146929935,-0.00400666669127911,0.00276896007908908
1,1,0.5,5,5000,238,1,1,-0.0026903074263434,0.0293421974742923,-0.00165966095826695,0.00150149937408836
1,1,0.5,5,5000,240,1,1,-0.0200546747704884,0.0776901778396381,-0.00678650415465876,0.00318605706648266
1,1,0.5,5,5000,242,1,1,-0.0107756994872851,0.0611879778978587,-0.0144024864188097,0.00154306750354786
1,1,0.5,5,5000,244,1,1,0.00376993192189261,0.0336113310739778,0.031567382748117,0.000661697619790729
1,1,0.5,5,5000,246,1,1,-0.00434764859457182,0.0180279085948439,0.014340147891891,0.00113003324800138
1,1,0.5,5,5000,248,1,1,0.00967350612597664,0.0515429993993973,0.0071396964547199,0.00355691585174839
1,1,0.5,5,5000,250,1,1,0.0169568904055258,0.045177285139922,-0.005339824997295,0.00320543485725634
1,1,0.5,5,5000,252,1,1,-0.0112800424784073,0.0765484708504332,-0.0181602241413028,0.00110308003542107
1,1,0.5,5,5000,254,1,1,0.00325946281300551,0.0613923837843476,0.000991924016766976,0.0019256209673128
1,1,0.5,5,5000,256,1,1,0.0250683305242336,0.0183642702214593,0.0404692103915354,0.0004553695000947
1,1,0.5,5,5000,258,1,1,0.000953761458215527,0.0565355036952472,0.0191841862012001,0.00125241824907557
1,1,0.5,5,5000,260,1,1,-0.0278584459654858,0.029117351643249,-0.0116321954865632,0.00223277470636265
1,1,0.5,5,5000,262,1,1,0.00182686162045895,0.0604860723256619,-0.0182406191419026,0.00511129171920412
1,1,0.5,5,5000,264,1,1,0.00790869474834033,0.0435532478665428,-5.60188815557534e-05,0.000703624536672316
1,1,0.5,5,5000,266,1,1,0.0156963802696897,0.0408517834578787,0.0272353247587826,0.00135538028260028
1,1,0.5,5,5000,268,1,1,0.00456304799562108,0.0309024312224097,0.00310801743836635,0.00111365062224549
1,1,0.5,5,5000,270,1,1,0.0175445152086425,0.0346083692818141,-0.000347824789310415,0.000856290027973809
1,1,0.5,5,5000,272,1,1,-0.00448628819763572,0.0300399431205886,0.00688607600637199,0.000303319924385104
1,1,0.5,5,5000,274,1,1,-0.000865341022575739,0.0375668313329509,-0.00686042769891282,0.00269117923181366
1,1,0.5,5,5000,276,1,1,0.0323195379237054,0.0513472500576692,0.0212888625382646,0.000970309199741714
1,1,0.5,5,5000,278,1,1,-0.0299562857987707,0.0405222459960131,0.00519584664651329,0.000852642904667242
1,1,0.5,5,5000,280,1,1,0.00476962729350174,0.0233504419967519,0.0312536608782678,0.00192521782766246
1,1,0.5,5,5000,282,1,1,-0.0104485789256671,0.0445358797340534,0.00259885868117276,0.000608427696525224
1,1,0.5,5,5000,284,1,1,-0.00614838776633637,0.0300325039760696,-0.0314721297729772,0.000715959079666135
1,1,0.5,5,5000,286,1,1,-0.0431143496209926,0.0707840796418829,6.9895871550596e-06,0.00463343207429427
1,1,0.5,5,5000,288,1,1,0.0568167339845629,0.0470343090496267,0.0134808313698203,0.00331159792262096
1,1,0.5,5,5000,290,1,1,0.0125861557054415,0.0533041312434495,-0.0110648584247534,0.00245001145741093
1,1,0.5,5,5000,292,1,1,0.00976579964559161,0.0189311534971509,0.0320956788798809,0.000979752749769482
1,1,0.5,5,5000,294,1,1,0.0109957442910627,0.0444037192282818,-0.00464005709590287,0.00221711189399334
1,1,0.5,5,5000,296,1,1,-0.0149325178764726,0.0342438327821851,-0.000756755186341218,0.00129806441527987
1,1,0.5,5,5000,298,1,1,-0.000957574158581886,0.0420082508105292,-0.0019031117653066,0.00242488965289053
1,1,0.5,5,5000,300,1,1,0.0375070908332644,0.0265589956328181,-0.0131979889913126,0.00215029651951886
1,1,0.5,5,5000,302,1,1,0.00965003217732472,0.0213495704953682,-0.00514430864558144,0.0011833129640225
1,1,0.5,5,5000,304,1,1,-0.0259879021319376,0.049577589043677,-0.0131988454333419,0.000190374214626828
1,1,0.5,5,5000,306,1,1,-0.00608326782729738,0.0406057297946533,-0.00484512819458622,0.000839852271106903
1,1,0.5,5,5000,308,1,1,-0.0138399116171837,0.0542249367819764,-0.00226825097673527,0.000941466489293073
1,1,0.5,5,5000,310,1,1,-0.00289286630125629,0.0265558591855216,0.0100446801467545,0.000598656890904994
1,1,0.5,5,5000,312,1,1,-0.0185538838768359,0.0131514306274738,-0.00888205283881391,0.00174026623500847
1,1,0.5,5,5000,314,1,1,0.024959499769154,0.0599818598830138,0.0140722504832535,0.00536409936766859
1,1,0.5,5,5000,316,1,1,0.0175956088327536,0.0415337498615349,0.00814639933073331,0.00190187578683957
1,1,0.5,5,5000,318,1,1,-0.0174610644386233,0.0725065537014288,0.0100249145478853,0.00405259689297904
1,1,0.5,5,5000,320,1,1,-0.00158724477695933,0.0637109624917406,0.000146378019502259,0.000755540886663863
1,1,0.5,5,5000,322,1,1,0.011326194728167,0.0671637369965628,0.0276596253609288,0.00246679171465229
1,1,0.5,5,5000,324,1,1,-0.0115082198463118,0.0358091874631042,-0.00200520064735397,0.00193819317940896
1,1,0.5,5,5000,326,1,1,0.0369797826298009,0.038587486976327,0.00964357108464542,0.000599790211505976
1,1,0.5,5,5000,328,1,1,-0.0153020485547114,0.0335807920545316,0.00111074157137412,0.00117082054799432
1,1,0.5,5,5000,330,1,1,0.00388237618572926,0.0573523792429362,0.00383686374647254,0.00502298466726394
1,1,0.5,5,5000,332,1,1,0.00394454583782173,0.0398229096701733,-0.00777302841461663,0.00293740715118722
1,1,0.5,5,5000,334,1,1,-0.023244682042594,0.0422781227583479,-0.0259131462727084,0.00223451001212587
1,1,0.5,5,5000,336,1,1,-0.0109485143188518,0.0557354559750303,0.00722193034922509,0.00184141428129235
1,1,0.5,5,5000,338,1,1,-0.00112481125941672,0.0371262202681537,0.0113140967504961,0.000205437680942909
1,1,0.5,5,5000,340,1,1,0.00161374818136872,0.0411418548943157,-0.0199536234225038,0.00146394845229008
1,1,0.5,5,5000,342,1,1,0.0207462295664692,0.023372870593823,0.0142686324453762,0.00184820566531642
1,1,0.5,5,5000,344,1,1,0.0281125210978878,0.0257901998178418,0.025774029012588,0.00124858429496466
1,1,0.5,5,5000,346,1,1,-0.00198650321902314,0.0265585413632963,0.00757694856513269,0.00264025895856871
1,1,0.5,5,5000,348,1,1,0.0253381615878589,0.00535239327939121,0.0461040059998903,0.0011146770784389
1,1,0.5,5,5000,350,1,1,-0.0107138208544709,0.0718504361886119,0.0243200605268524,0.00191797103945152
1,1,0.5,5,5000,352,1,1,0.0210652605160788,0.0778993017590301,0.00970801968572137,0.00296416310848237
1,1,0.5,5,5000,354,1,1,0.000846177713803553,0.0576698674026664,0.0194790836558238,0.00260093155313032
1,1,0.5,5,5000,356,1,1,-0.00712316202886456,0.0458354535793441,-0.0343454647651794,0.00215806263999563
1,1,0.5,5,5000,358,1,1,0.00508910888534713,0.031798182126571,0.00974390108062262,0.00192885813771227
1,1,0.5,5,5000,360,1,1,-0.0430379316664069,0.0831818249385751,-0.0454489669240077,0.00183961060961129
1,1,0.5,5,5000,362,1,1,-0.0168931677879737,0.0147126290988061,-0.0285097862200248,0.00103645675222235
1,1,0.5,5,5000,364,1,1,-0.0102877915549803,0.0471702650348823,-0.00750622758396202,0.00423526346700269
1,1,0.5,5,5000,366,1,1,-0.0333493016623017,0.0694080285358712,-0.0263048243030546,0.00120440615209349
1,1,0.5,5,5000,368,1,1,0.00516173751769928,0.0592805946018828,-0.017038084356981,0.00228654432506736
1,1,0.5,5,5000,370,1,1,-0.0281774342553767,0.0313529982933723,-0.00641234460692566,0.00063693547587516
1,1,0.5,5,5000,372,1,1,-0.0230845896577271,0.0487563539451885,-0.000554985827597987,0.000782633539144389
1,1,0.5,5,5000,374,1,1,0.0341635488426057,0.0242940374994424,0.0354248886371177,0.000868232470603392
1,1,0.5,5,5000,376,1,1,-0.0138188634334971,0.0318866378579238,-0.0193108415110559,0.00303542399305397
1,1,0.5,5,5000,378,1,1,0.0125022309196828,0.0221115247810715,0.0111787176066926,0.00141920326784608
1,1,0.5,5,5000,380,1,1,-0.00287286212276834,0.0265523874546622,0.0194598753774798,0.00113685327686358
1,1,0.5,5,5000,382,1,1,0.00961282570513893,0.0357265860655943,-0.0148689348638638,0.000788403565333541
1,1,0.5,5,5000,384,1,1,0.0413514397119533,0.0603721728988593,0.0173864891966495,0.000811475972542322
1,1,0.5,5,5000,386,1,1,-0.000209533040854937,0.0522968769605189,0.0169036160157247,0.00270763182794873
1,1,0.5,5,5000,388,1,1,-0.01607656696183,0.060729976283752,-0.00486952316289544,0.00101702442826039
1,1,0.5,5,5000,390,1,1,-0.00584559552130415,0.0622038323190576,-0.00493387323358347,0.00130358313041425
1,1,0.5,5,5000,392,1,1,-0.0280863970767634,0.0394871880119242,0.0106896124470991,0.00308980801070101
1,1,0.5,5,5000,394,1,1,-0.0188498389037521,0.0208597199841841,0.00581735647757684,0.00194517321184231
1,1,0.5,5,5000,396,1,1,-0.00520314400215543,0.0506084389081066,-0.00197089788859599,0.00340613651974231
1,1,0.5,5,5000,398,1,1,0.00128956642004388,0.037430275433899,0.0262870496197625,0.00344389541654713
1,1,0.5,5,5000,400,1,1,0.00414765755002724,0.0404490827844027,0.00153077734509128,0.000824325711750613
1,1,0.5,5,5000,402,1,1,0.000393944960674995,0.0632242864922582,0.010972648666815,0.00216052336898894
1,1,0.5,5,5000,404,1,1,-0.0493158770061945,0.0616971533038974,-0.0407807303478076,0.00175121160376796
1,1,0.5,5,5000,406,1,1,-0.0279917531289514,0.0374756457290142,-0.00597421072634075,0.00142340617062229
1,1,0.5,5,5000,408,1,1,-0.0088517555454791,0.0933059460091939,-0.0359782863752524,0.00124348413066981
1,1,0.5,5,5000,410,1,1,-0.027264936849019,0.0613290637992448,-0.00840408251116844,0.00194535824706526
1,1,0.5,5,5000,412,1,1,0.038756674026669,0.0196083112054158,0.0139870007445894,0.000571814400186643
1,1,0.5,5,5000,414,1,1,0.0221652054621143,0.0533886629465418,0.00982243154761995,0.001265769556372
1,1,0.5,5,5000,416,1,1,0.0104172901836897,0.0805916252912725,0.0087084140031505,0.00259627001416596
1,1,0.5,5,5000,418,1,1,-0.0174817803402155,0.0581819894636808,-0.0043197389120833,0.00188084081412219
1,1,0.5,5,5000,420,1,1,-0.0184653432039721,0.0408688291267711,-0.0374527280623621,0.00191632500009577
1,1,0.5,5,5000,422,1,1,-0.0253814807169672,0.0465037267919387,-0.0331247276298562,0.00250643896288955
1,1,0.5,5,5000,424,1,1,-0.000980963887168443,0.0691885700325688,0.0219793297621873,0.00178063938696335
1,1,0.5,5,5000,426,1,1,0.00461631397503055,0.0904806151868413,0.00148153415145895,0.00328971705654781
1,1,0.5,5,5000,428,1,1,0.00834375040939311,0.0570557025975929,-0.0151278121639814,0.00115324269020411
1,1,0.5,5,5000,430,1,1,-0.0399054045084529,0.0328976338430345,0.00260978410955146,0.00254742124438468
1,1,0.5,5,5000,432,1,1,0.00184714645131545,0.0770193588790266,0.000303848305878596,0.0041808598644239
1,1,0.5,5,5000,434,1,1,0.0447982820439745,0.0301398118735747,0.000450933710443668,0.00049548330225454
1,1,0.5,5,5000,436,1,1,-0.00221891379545707,0.0387465962418893,-0.00605802231054666,0.00275588323215378
1,1,0.5,5,5000,438,1,1,-0.00348963453078237,0.0283096352990925,-0.041254845035801,0.00304256803880482
1,1,0.5,5,5000,440,1,1,-0.00305480044749471,0.0491171569335335,-0.0190309124324736,0.00268742369788207
1,1,0.5,5,5000,442,1,1,0.0112598463973347,0.0426194571516048,0.0131864731989813,0.00191443189155516
1,1,0.5,5,5000,444,1,1,-0.0297867696449224,0.0456047531471661,-0.00106902784188383,0.000863554817524684
1,1,0.5,5,5000,446,1,1,0.0342572206332942,0.0559212317641754,0.0142490297487474,0.00277099626026007
1,1,0.5,5,5000,448,1,1,-0.0118844795257503,0.0501561727379349,-0.00160449667666967,0.00187940589891424
1,1,0.5,5,5000,450,1,1,0.023739298587085,0.014381979697881,-0.00149415587845003,0.000898680116530564
1,1,0.5,5,5000,452,1,1,-0.00418662210369136,0.0418680638362212,-0.00940253977279666,0.00432166976441226
1,1,0.5,5,5000,454,1,1,-0.0557645799200132,0.072691290170001,-0.0281941951607963,0.00482301604705838
1,1,0.5,5,5000,456,1,1,0.0260313937661823,0.0201457943178046,0.0326355629174165,0.000144859224435347
1,1,0.5,5,5000,458,1,1,0.0207518215250854,0.0126238848227639,0.0288067344445888,0.000366641076054431
1,1,0.5,5,5000,460,1,1,0.00309440770262952,0.0285874073990274,0.0151163789039328,0.00221948922362845
1,1,0.5,5,5000,462,1,1,0.013880673140484,0.0344800515065429,0.00062974794078412,0.000499553043751108
1,1,0.5,5,5000,464,1,1,-0.00664506353601131,0.0760885932467586,-0.0267287438861962,0.00460435763925845
1,1,0.5,5,5000,466,1,1,0.00597979208164756,0.0304821000843185,0.0197209381664744,0.00195557860764905
1,1,0.5,5,5000,468,1,1,0.0668536920794246,0.0390751611391934,0.0306451758895015,0.00266207469562401
1,1,0.5,5,5000,470,1,1,0.0469949132075472,0.059230464256596,0.0190391962730094,0.000590071363901431
1,1,0.5,5,5000,472,1,1,-0.00545856339895667,0.0570733687924517,-0.0176222734805915,0.00372724655709423
1,1,0.5,5,5000,474,1,1,0.0230403600783909,0.0330373024591741,0.0299031815344176,0.00115609902052189
1,1,0.5,5,5000,476,1,1,0.0164196946327017,0.0576077546802144,-0.0030659756683028,0.00378654246257418
1,1,0.5,5,5000,478,1,1,-0.00271737077550703,0.0626269375626641,-0.0110931694262392,0.00427527915825286
1,1,0.5,5,5000,480,1,1,-0.0267654940938328,0.0376424784392633,0.0250542538952893,0.00108630584755813
1,1,0.5,5,5000,482,1,1,0.0140726689471462,0.0459031439281607,0.0252065180840159,0.000721927152804231
1,1,0.5,5,5000,484,1,1,-0.00398321357279914,0.0396934480361617,-0.0248367079013457,0.0011089323997558
1,1,0.5,5,5000,486,1,1,0.0049026708016648,0.04273819563645,-0.0117211814820971,0.000922756048651393
1,1,0.5,5,5000,488,1,1,-0.00200383145737777,0.0687138573189592,0.0203889899048817,0.00211310530918182
1,1,0.5,5,5000,490,1,1,0.0364840957874089,0.0612275096446265,0.0140597613984192,0.00451832242869243
1,1,0.5,5,5000,492,1,1,0.00447388787825858,0.0808358767493859,0.012814233324146,0.00305421185218809
1,1,0.5,5,5000,494,1,1,0.016143175073984,0.0433700829736733,0.00242535537367947,0.00159811663345866
1,1,0.5,5,5000,496,1,1,0.0161124176847346,0.0259787126051075,0.0291651989458048,0.000715375989210438
1,1,0.5,5,5000,498,1,1,0.0136613818027532,0.0358053304176782,-0.00484625401657712,0.00345449331280887
1,1,0.5,5,5000,500,1,1,0.0156519148021742,0.0491724462567097,-0.00728200377045556,0.00402966091237638
1,1,0.5,5,5000,502,1,1,-0.0155494540772923,0.0465477225332244,-0.00907661748005904,0.00674082511230664
1,1,0.5,5,5000,504,1,1,0.0202708969408958,0.0294419826185782,0.007673574096225,0.00129411764882096
1,1,0.5,5,5000,506,1,1,-0.00334871769518767,0.0509857342238145,-0.00190022778243337,0.000448684958768448
1,1,0.5,5,5000,508,1,1,0.0219172090227617,0.0416765060598937,0.0313451991861259,0.00286378409598612
1,1,0.5,5,5000,510,1,1,-0.0282943875170131,0.0203600685667789,-0.0149994099113943,0.00291970180068829
1,1,0.5,5,5000,512,1,1,-0.0224808782427488,0.0399539671093349,-0.0261352639540311,0.00165205053334778
1,1,0.5,5,5000,514,1,1,-0.029109329611966,0.0543733135369206,0.0119896737916774,0.00356616039486305
1,1,0.5,5,5000,516,1,1,-0.016953204142177,0.0162853605069157,-0.00989861197686021,0.00279686272175286
1,1,0.5,5,5000,518,1,1,-0.0130936955558541,0.045362116346988,0.009027479975734,0.00312795088955936
1,1,0.5,5,5000,520,1,1,0.00469500396580393,0.0703701358511461,-0.0117480941770662,0.000868873922487064
1,1,0.5,5,5000,522,1,1,0.000254267830260788,0.05283675171254,0.00229229219508942,0.00203239894305587
1,1,0.5,5,5000,524,1,1,0.0264374504847727,0.0229826032919022,0.0265505522026646,0.000827503853136078
1,1,0.5,5,5000,526,1,1,1.66421996392607e-06,0.0407254789620777,0.0229498041274519,0.00145495929106274
1,1,0.5,5,5000,528,1,1,0.0122843301620098,0.0250737009078194,0.0313074728921699,0.00079592618596811
1,1,0.5,5,5000,530,1,1,-0.0177669091988536,0.0498049882308937,-0.0140674092970608,0.000860517537306645
1,1,0.5,5,5000,532,1,1,0.0328075108699925,0.0551704386381068,0.0140715647358133,0.00378548067847083
1,1,0.5,5,5000,534,1,1,-0.0481855181690092,0.0618659564453471,-0.0252630460792684,0.00341359964622139
1,1,0.5,5,5000,536,1,1,-0.0194639020759338,0.0478050475178718,-0.0190474152207281,0.00130676585413718
1,1,0.5,5,5000,538,1,1,0.0162364830225788,0.0654071133665329,-0.0151167504082192,0.000996757261777952
1,1,0.5,5,5000,540,1,1,0.0217316069432831,0.0459239680808989,0.0446873108989577,0.00297307013491045
1,1,0.5,5,5000,542,1,1,0.0414446777171464,0.0345943773546366,0.015846925139365,0.00180455217112162
1,1,0.5,5,5000,544,1,1,0.00329479178879473,0.0821646298311068,0.0282778341291988,0.00205527122943654
1,1,0.5,5,5000,546,1,1,0.0186561471042828,0.0424866461673372,0.0041032868603269,0.000855467678621233
1,1,0.5,5,5000,548,1,1,-0.00728188797787483,0.0558342101213314,-0.00777892087252701,0.000560446659807317
1,1,0.5,5,5000,550,1,1,-0.0300686257005867,0.036860787257401,-0.00498909069118236,0.000665296384708722
1,1,0.5,5,5000,552,1,1,0.0172964864346088,0.0427136004976974,0.0397781282986236,0.000818664758781151
1,1,0.5,5,5000,554,1,1,0.00633411670660531,0.0445569166748907,0.0137453662108792,0.00150622264076269
1,1,0.5,5,5000,556,1,1,0.00781220553148427,0.071726421897029,-0.00226808813102231,0.000764855795488162
1,1,0.5,5,5000,558,1,1,-0.0450700113317959,0.0527735823797358,-0.0191905460592997,0.00189789451823832
1,1,0.5,5,5000,560,1,1,0.0232837669614817,0.0669708514967738,0.0137685426877241,0.0047551155069605
1,1,0.5,5,5000,562,1,1,0.0485484691737132,0.0896517388184272,0.00960938318271951,0.00368119116522843
1,1,0.5,5,5000,564,1,1,0.0239972333041227,0.032784564101484,-0.0355195754623661,0.00147170456084724
1,1,0.5,5,5000,566,1,1,0.0200210350518368,0.0578491117021388,-0.0172154557102852,0.00603814476111726
1,1,0.5,5,5000,568,1,1,0.0255124246586371,0.0547700884289429,0.0188875758481274,0.00413014779759978
